Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Anil Mehra,Cardiology,16,2037-12-18,Metro Hospital,New Delhi,50,285,1.99,1
Dr. Anil Mehra,Dermatology,10,2037-12-19,Govt Health Center,Kolkata,94,71,1.84,1
Dr. Swati Desai,Cardiology,15,2037-12-20,Metro Hospital,Mumbai,64,118,1.73,1
Dr. Swati Desai,Pediatrics,16,2037-12-21,City Hospital,Mumbai,22,118,0.74,0
Dr. Swati Desai,Orthopedics,10,2037-12-22,Metro Hospital,New Delhi,48,295,1.95,1
Dr. Ravi Kumar,Dermatology,10,2037-12-23,Metro Hospital,Chennai,98,112,1.89,1
Dr. Anil Mehra,Pediatrics,8,2037-12-24,Metro Hospital,Chennai,75,286,1.15,1
Dr. Rohit Verma,Dermatology,9,2037-12-25,Metro Hospital,New Delhi,44,380,1.52,0
Dr. Swati Desai,Cardiology,14,2037-12-26,Govt Health Center,Chennai,81,412,1.99,0
Dr. Rohit Verma,Cardiology,10,2037-12-27,City Hospital,Chennai,42,68,1.11,1
Dr. Rohit Verma,Pediatrics,14,2037-12-28,Metro Hospital,New Delhi,98,280,0.67,0
Dr. Swati Desai,Pediatrics,12,2037-12-29,City Hospital,New Delhi,94,278,1.8,1
Dr. Anil Mehra,Orthopedics,17,2037-12-30,Govt Health Center,Mumbai,45,407,1.21,0
Dr. Swati Desai,Pediatrics,15,2037-12-31,City Hospital,New Delhi,22,431,1.98,0
Dr. Rohit Verma,Pediatrics,12,2038-01-01,Govt Health Center,Mumbai,65,176,1.33,1
Dr. Swati Desai,Dermatology,10,2038-01-02,City Hospital,Mumbai,55,195,0.54,0
Dr. Rohit Verma,Cardiology,16,2038-01-03,City Hospital,Kolkata,82,419,1.24,0
Dr. Rohit Verma,Pediatrics,14,2038-01-04,Metro Hospital,Chennai,55,378,1.58,0
Dr. Swati Desai,Orthopedics,12,2038-01-05,City Hospital,New Delhi,53,163,0.54,0
Dr. Ravi Kumar,Pediatrics,14,2038-01-06,Metro Hospital,Chennai,55,292,1.12,1
Dr. Swati Desai,Cardiology,17,2038-01-07,Metro Hospital,Kolkata,83,194,0.73,0
Dr. Ravi Kumar,Pediatrics,16,2038-01-08,City Hospital,New Delhi,78,90,1.46,1
Dr. Rohit Verma,Dermatology,12,2038-01-09,Metro Hospital,New Delhi,40,210,1.94,1
Dr. Rohit Verma,Cardiology,14,2038-01-10,City Hospital,Kolkata,33,488,1.44,0
Dr. Ravi Kumar,Pediatrics,16,2038-01-11,Metro Hospital,Chennai,41,387,1.54,0
Dr. Rohit Verma,Dermatology,8,2038-01-12,Metro Hospital,Mumbai,76,457,1.09,0
Dr. Ravi Kumar,Cardiology,11,2038-01-13,Govt Health Center,Kolkata,25,126,1.34,1
Dr. Ravi Kumar,Pediatrics,8,2038-01-14,Govt Health Center,Kolkata,66,217,1.32,1
Dr. Rohit Verma,Dermatology,15,2038-01-15,City Hospital,New Delhi,93,333,1.64,0
Dr. Anil Mehra,Orthopedics,10,2038-01-16,Metro Hospital,Mumbai,33,159,1.79,1
Dr. Ravi Kumar,Dermatology,9,2038-01-17,Govt Health Center,Kolkata,43,244,1.49,1
Dr. Swati Desai,Orthopedics,11,2038-01-18,Govt Health Center,Chennai,61,277,1.97,1
Dr. Swati Desai,Pediatrics,10,2038-01-19,Govt Health Center,Kolkata,57,216,1.74,1
Dr. Rohit Verma,Dermatology,12,2038-01-20,Metro Hospital,Chennai,96,70,0.69,0
Dr. Anil Mehra,Orthopedics,15,2038-01-21,City Hospital,New Delhi,62,214,1.26,1
Dr. Rohit Verma,Cardiology,17,2038-01-22,Metro Hospital,Kolkata,64,179,1.85,1
Dr. Anil Mehra,Dermatology,15,2038-01-23,Metro Hospital,Chennai,47,311,1.92,0
Dr. Ravi Kumar,Pediatrics,14,2038-01-24,Govt Health Center,New Delhi,11,101,1.07,1
Dr. Ravi Kumar,Cardiology,15,2038-01-25,Metro Hospital,New Delhi,78,310,1.59,0
Dr. Ravi Kumar,Orthopedics,12,2038-01-26,Metro Hospital,New Delhi,91,224,1.12,1
Dr. Ravi Kumar,Dermatology,17,2038-01-27,Govt Health Center,Kolkata,62,348,0.69,0
Dr. Swati Desai,Dermatology,17,2038-01-28,Govt Health Center,New Delhi,59,145,1.83,1
Dr. Swati Desai,Pediatrics,13,2038-01-29,Metro Hospital,New Delhi,38,406,1.9,0
Dr. Rohit Verma,Cardiology,15,2038-01-30,Govt Health Center,Chennai,83,419,1.26,0
Dr. Anil Mehra,Dermatology,8,2038-01-31,City Hospital,New Delhi,64,89,0.53,0
Dr. Ravi Kumar,Dermatology,13,2038-02-01,City Hospital,Kolkata,70,444,1.72,0
Dr. Ravi Kumar,Cardiology,13,2038-02-02,City Hospital,Mumbai,59,258,1.22,1
Dr. Anil Mehra,Dermatology,12,2038-02-03,City Hospital,New Delhi,25,191,0.61,0
Dr. Anil Mehra,Cardiology,11,2038-02-04,City Hospital,Kolkata,96,307,0.78,0
Dr. Rohit Verma,Cardiology,8,2038-02-05,Govt Health Center,New Delhi,79,216,0.73,0
Dr. Anil Mehra,Cardiology,17,2038-02-06,Govt Health Center,Kolkata,53,240,1.53,1
Dr. Ravi Kumar,Pediatrics,15,2038-02-07,City Hospital,New Delhi,93,368,0.95,0
Dr. Ravi Kumar,Cardiology,13,2038-02-08,City Hospital,Chennai,25,168,0.69,0
Dr. Ravi Kumar,Cardiology,10,2038-02-09,City Hospital,Mumbai,37,195,1.88,1
Dr. Ravi Kumar,Orthopedics,10,2038-02-10,Govt Health Center,Mumbai,66,399,1.93,0
Dr. Ravi Kumar,Orthopedics,13,2038-02-11,Govt Health Center,Kolkata,35,384,0.71,0
Dr. Rohit Verma,Pediatrics,14,2038-02-12,Metro Hospital,Kolkata,95,178,0.85,0
Dr. Ravi Kumar,Cardiology,15,2038-02-13,Metro Hospital,Mumbai,20,194,1.39,1
Dr. Rohit Verma,Orthopedics,12,2038-02-14,Metro Hospital,Chennai,10,103,0.73,0
Dr. Ravi Kumar,Orthopedics,17,2038-02-15,Metro Hospital,Chennai,78,171,0.74,0
Dr. Swati Desai,Dermatology,13,2038-02-16,Govt Health Center,New Delhi,52,173,1,0
Dr. Swati Desai,Cardiology,8,2038-02-17,Govt Health Center,Chennai,55,216,1.92,1
Dr. Swati Desai,Orthopedics,13,2038-02-18,Govt Health Center,Mumbai,45,481,1.94,0
Dr. Swati Desai,Pediatrics,16,2038-02-19,Govt Health Center,Mumbai,75,371,1.76,0
Dr. Rohit Verma,Dermatology,17,2038-02-20,City Hospital,Chennai,66,192,1.54,1
Dr. Rohit Verma,Dermatology,11,2038-02-21,Metro Hospital,Chennai,15,71,1.58,1
Dr. Anil Mehra,Cardiology,17,2038-02-22,Govt Health Center,Mumbai,71,325,1.2,0
Dr. Ravi Kumar,Cardiology,8,2038-02-23,Govt Health Center,Mumbai,36,398,1.3,0
Dr. Swati Desai,Dermatology,16,2038-02-24,Metro Hospital,Mumbai,35,476,1.45,0
Dr. Rohit Verma,Pediatrics,11,2038-02-25,Govt Health Center,Mumbai,22,489,1.6,0
Dr. Ravi Kumar,Cardiology,9,2038-02-26,City Hospital,Mumbai,85,457,0.65,0
Dr. Ravi Kumar,Cardiology,8,2038-02-27,Govt Health Center,Chennai,27,348,0.84,0
Dr. Rohit Verma,Dermatology,10,2038-02-28,Metro Hospital,Chennai,47,326,1.94,0
Dr. Swati Desai,Dermatology,14,2038-03-01,City Hospital,New Delhi,15,353,1,0
Dr. Anil Mehra,Cardiology,17,2038-03-02,City Hospital,New Delhi,37,371,0.9,0
Dr. Ravi Kumar,Orthopedics,9,2038-03-03,Metro Hospital,Kolkata,98,164,1.13,1
Dr. Anil Mehra,Cardiology,16,2038-03-04,Metro Hospital,New Delhi,14,321,0.94,0
Dr. Swati Desai,Orthopedics,9,2038-03-05,City Hospital,Chennai,68,217,0.64,0
Dr. Swati Desai,Dermatology,12,2038-03-06,Govt Health Center,New Delhi,88,326,0.81,0
Dr. Anil Mehra,Orthopedics,15,2038-03-07,Metro Hospital,New Delhi,82,485,1.46,0
Dr. Swati Desai,Pediatrics,17,2038-03-08,City Hospital,Chennai,54,406,0.83,0
Dr. Ravi Kumar,Dermatology,15,2038-03-09,Metro Hospital,Mumbai,62,313,1.47,0
Dr. Anil Mehra,Cardiology,10,2038-03-10,Govt Health Center,Chennai,11,299,0.65,0
Dr. Swati Desai,Cardiology,9,2038-03-11,Govt Health Center,Chennai,58,415,0.56,0
Dr. Anil Mehra,Dermatology,16,2038-03-12,City Hospital,Kolkata,82,488,1.79,0
Dr. Ravi Kumar,Dermatology,10,2038-03-13,Govt Health Center,Kolkata,99,304,1.64,0
Dr. Swati Desai,Pediatrics,15,2038-03-14,Govt Health Center,Kolkata,96,391,1.5,0
Dr. Ravi Kumar,Dermatology,9,2038-03-15,Govt Health Center,Mumbai,72,107,0.55,0
Dr. Swati Desai,Cardiology,10,2038-03-16,Metro Hospital,New Delhi,79,54,0.86,0
Dr. Rohit Verma,Pediatrics,8,2038-03-17,City Hospital,Kolkata,67,475,1.72,0
Dr. Swati Desai,Cardiology,13,2038-03-18,City Hospital,Chennai,13,160,0.72,0
Dr. Anil Mehra,Orthopedics,14,2038-03-19,City Hospital,Kolkata,39,414,1.72,0
Dr. Swati Desai,Dermatology,11,2038-03-20,Govt Health Center,Chennai,66,335,1.38,0
Dr. Ravi Kumar,Orthopedics,8,2038-03-21,Metro Hospital,Mumbai,56,400,1.61,0
Dr. Ravi Kumar,Cardiology,10,2038-03-22,City Hospital,Kolkata,27,314,1.47,0
Dr. Swati Desai,Orthopedics,16,2038-03-23,Metro Hospital,Chennai,53,298,1.13,1
Dr. Anil Mehra,Orthopedics,12,2038-03-24,City Hospital,New Delhi,61,144,0.94,0
Dr. Rohit Verma,Cardiology,13,2038-03-25,Govt Health Center,Mumbai,58,400,1.51,0
Dr. Anil Mehra,Cardiology,11,2038-03-26,City Hospital,Chennai,39,346,1.71,0
Dr. Rohit Verma,Dermatology,8,2038-03-27,City Hospital,New Delhi,61,356,0.57,0
Dr. Ravi Kumar,Orthopedics,12,2038-03-28,Govt Health Center,New Delhi,46,234,1.07,1
Dr. Anil Mehra,Pediatrics,12,2038-03-29,Govt Health Center,Chennai,72,278,1.03,1
Dr. Rohit Verma,Pediatrics,12,2038-03-30,City Hospital,Kolkata,21,366,1.34,0
Dr. Swati Desai,Cardiology,13,2038-03-31,Metro Hospital,New Delhi,26,311,0.67,0
Dr. Ravi Kumar,Cardiology,9,2038-04-01,Govt Health Center,Mumbai,43,168,1.9,1
Dr. Swati Desai,Orthopedics,8,2038-04-02,City Hospital,New Delhi,37,283,1.32,1
Dr. Ravi Kumar,Cardiology,9,2038-04-03,Govt Health Center,Kolkata,13,331,1.89,0
Dr. Anil Mehra,Pediatrics,17,2038-04-04,Metro Hospital,Mumbai,55,251,1.73,1
Dr. Anil Mehra,Dermatology,13,2038-04-05,City Hospital,Mumbai,23,311,0.79,0
Dr. Ravi Kumar,Dermatology,12,2038-04-06,City Hospital,Mumbai,22,102,0.7,0
Dr. Ravi Kumar,Orthopedics,12,2038-04-07,Metro Hospital,Chennai,67,366,1.79,0
Dr. Ravi Kumar,Dermatology,13,2038-04-08,Metro Hospital,New Delhi,58,210,1.3,1
Dr. Anil Mehra,Cardiology,17,2038-04-09,City Hospital,Kolkata,59,293,0.53,0
Dr. Rohit Verma,Cardiology,14,2038-04-10,Metro Hospital,Chennai,76,478,1.9,0
Dr. Swati Desai,Cardiology,16,2038-04-11,Metro Hospital,Chennai,30,143,1.21,1
Dr. Swati Desai,Cardiology,14,2038-04-12,City Hospital,Mumbai,89,89,0.95,0
Dr. Anil Mehra,Orthopedics,9,2038-04-13,Govt Health Center,Chennai,60,329,1.27,0
Dr. Swati Desai,Dermatology,13,2038-04-14,Metro Hospital,New Delhi,47,141,1.73,1
Dr. Ravi Kumar,Pediatrics,16,2038-04-15,Govt Health Center,Chennai,35,350,0.67,0
Dr. Rohit Verma,Dermatology,14,2038-04-16,Govt Health Center,Chennai,15,87,1.04,1
Dr. Swati Desai,Cardiology,9,2038-04-17,Govt Health Center,Mumbai,27,462,0.98,0
Dr. Rohit Verma,Pediatrics,10,2038-04-18,Metro Hospital,Mumbai,15,292,1.76,1
Dr. Ravi Kumar,Orthopedics,15,2038-04-19,City Hospital,Chennai,50,413,1.67,0
Dr. Swati Desai,Cardiology,16,2038-04-20,City Hospital,Mumbai,66,185,1.1,1
Dr. Anil Mehra,Cardiology,11,2038-04-21,City Hospital,Kolkata,59,113,1.5,1
Dr. Rohit Verma,Pediatrics,16,2038-04-22,City Hospital,Kolkata,34,392,1.09,0
Dr. Ravi Kumar,Orthopedics,9,2038-04-23,City Hospital,Kolkata,57,412,1.36,0
Dr. Rohit Verma,Pediatrics,12,2038-04-24,City Hospital,Chennai,33,250,1.99,1
Dr. Swati Desai,Orthopedics,9,2038-04-25,Govt Health Center,New Delhi,39,356,1.3,0
Dr. Swati Desai,Cardiology,8,2038-04-26,Govt Health Center,New Delhi,96,311,1.98,0
Dr. Anil Mehra,Dermatology,12,2038-04-27,Govt Health Center,Mumbai,54,224,1.62,1
Dr. Ravi Kumar,Cardiology,9,2038-04-28,Metro Hospital,New Delhi,52,226,0.68,0
Dr. Ravi Kumar,Dermatology,14,2038-04-29,Metro Hospital,New Delhi,81,134,1.69,1
Dr. Anil Mehra,Dermatology,15,2038-04-30,Metro Hospital,Chennai,65,209,0.74,0
Dr. Anil Mehra,Orthopedics,9,2038-05-01,City Hospital,Mumbai,82,231,1.3,1
Dr. Ravi Kumar,Pediatrics,14,2038-05-02,Govt Health Center,New Delhi,79,85,1.42,1
Dr. Rohit Verma,Orthopedics,11,2038-05-03,Metro Hospital,Kolkata,42,394,1.84,0
Dr. Rohit Verma,Cardiology,8,2038-05-04,Govt Health Center,Mumbai,54,148,0.82,0
Dr. Anil Mehra,Pediatrics,10,2038-05-05,City Hospital,Mumbai,16,275,1.81,1
Dr. Rohit Verma,Dermatology,8,2038-05-06,Govt Health Center,Mumbai,27,452,1.9,0
Dr. Ravi Kumar,Dermatology,12,2038-05-07,City Hospital,Kolkata,79,86,0.63,0
Dr. Swati Desai,Cardiology,15,2038-05-08,Metro Hospital,New Delhi,54,322,1.83,0
Dr. Swati Desai,Pediatrics,8,2038-05-09,City Hospital,Kolkata,46,321,0.89,0
Dr. Rohit Verma,Cardiology,16,2038-05-10,City Hospital,Mumbai,30,235,0.62,0
Dr. Anil Mehra,Cardiology,10,2038-05-11,Govt Health Center,Mumbai,99,477,1.94,0
Dr. Anil Mehra,Orthopedics,12,2038-05-12,City Hospital,Chennai,88,98,1.09,1
Dr. Anil Mehra,Cardiology,16,2038-05-13,Metro Hospital,Chennai,53,143,1.43,1
Dr. Anil Mehra,Pediatrics,12,2038-05-14,Metro Hospital,Chennai,39,356,1.33,0
Dr. Anil Mehra,Cardiology,16,2038-05-15,City Hospital,Chennai,20,275,0.82,0
Dr. Rohit Verma,Pediatrics,17,2038-05-16,Govt Health Center,Mumbai,17,54,1.5,1
Dr. Swati Desai,Dermatology,15,2038-05-17,Metro Hospital,Kolkata,14,402,0.57,0
Dr. Swati Desai,Cardiology,14,2038-05-18,Metro Hospital,Chennai,17,491,0.8,0
Dr. Rohit Verma,Pediatrics,8,2038-05-19,City Hospital,Kolkata,14,223,1.92,1
Dr. Anil Mehra,Dermatology,11,2038-05-20,City Hospital,Chennai,19,232,1.93,1
Dr. Rohit Verma,Pediatrics,16,2038-05-21,Metro Hospital,New Delhi,24,122,1.22,1
Dr. Swati Desai,Dermatology,17,2038-05-22,City Hospital,Chennai,65,194,0.75,0
Dr. Ravi Kumar,Orthopedics,15,2038-05-23,City Hospital,Kolkata,64,445,1.13,0
Dr. Rohit Verma,Cardiology,11,2038-05-24,Metro Hospital,Chennai,12,201,1.82,1
Dr. Anil Mehra,Cardiology,8,2038-05-25,Govt Health Center,New Delhi,50,105,0.61,0
Dr. Swati Desai,Dermatology,17,2038-05-26,Govt Health Center,Kolkata,19,232,0.69,0
Dr. Swati Desai,Orthopedics,11,2038-05-27,Metro Hospital,Kolkata,16,171,1.84,1
Dr. Swati Desai,Pediatrics,10,2038-05-28,City Hospital,Kolkata,72,293,1.12,1
Dr. Swati Desai,Orthopedics,13,2038-05-29,Metro Hospital,Mumbai,72,431,0.63,0
Dr. Anil Mehra,Pediatrics,12,2038-05-30,Metro Hospital,Kolkata,97,253,0.71,0
Dr. Ravi Kumar,Pediatrics,12,2038-05-31,City Hospital,Mumbai,35,128,1.82,1
Dr. Swati Desai,Cardiology,9,2038-06-01,Govt Health Center,New Delhi,43,65,1.24,1
Dr. Rohit Verma,Dermatology,10,2038-06-02,Govt Health Center,Kolkata,81,175,0.74,0
Dr. Ravi Kumar,Cardiology,13,2038-06-03,City Hospital,Kolkata,48,136,1.84,1
Dr. Swati Desai,Cardiology,9,2038-06-04,Metro Hospital,Kolkata,69,327,1.77,0
Dr. Ravi Kumar,Cardiology,11,2038-06-05,City Hospital,New Delhi,78,415,0.53,0
Dr. Rohit Verma,Pediatrics,9,2038-06-06,Metro Hospital,Mumbai,35,477,1.37,0
Dr. Swati Desai,Cardiology,16,2038-06-07,City Hospital,Chennai,71,400,0.87,0
Dr. Rohit Verma,Pediatrics,10,2038-06-08,City Hospital,New Delhi,19,92,1.3,1
Dr. Anil Mehra,Dermatology,17,2038-06-09,Govt Health Center,New Delhi,63,128,0.92,0
Dr. Swati Desai,Pediatrics,17,2038-06-10,Govt Health Center,New Delhi,40,326,0.97,0
Dr. Swati Desai,Pediatrics,13,2038-06-11,City Hospital,Mumbai,47,428,1.4,0
Dr. Swati Desai,Orthopedics,8,2038-06-12,City Hospital,Mumbai,34,313,1.31,0
Dr. Swati Desai,Cardiology,17,2038-06-13,Govt Health Center,Mumbai,86,354,1.09,0
Dr. Anil Mehra,Cardiology,10,2038-06-14,Metro Hospital,Mumbai,74,277,0.66,0
Dr. Swati Desai,Cardiology,15,2038-06-15,Govt Health Center,Mumbai,59,174,1.95,1
Dr. Ravi Kumar,Cardiology,12,2038-06-16,Metro Hospital,Kolkata,33,155,0.76,0
Dr. Swati Desai,Orthopedics,15,2038-06-17,Govt Health Center,Chennai,36,279,1.45,1
Dr. Anil Mehra,Orthopedics,9,2038-06-18,Govt Health Center,Chennai,91,183,0.62,0
Dr. Swati Desai,Orthopedics,14,2038-06-19,Metro Hospital,Mumbai,59,130,1.53,1
Dr. Ravi Kumar,Orthopedics,16,2038-06-20,City Hospital,Mumbai,59,409,0.64,0
Dr. Anil Mehra,Cardiology,14,2038-06-21,Govt Health Center,Kolkata,24,158,0.84,0
Dr. Anil Mehra,Pediatrics,10,2038-06-22,Govt Health Center,Mumbai,26,224,1.47,1
Dr. Ravi Kumar,Dermatology,14,2038-06-23,Govt Health Center,Kolkata,38,213,0.92,0
Dr. Ravi Kumar,Orthopedics,15,2038-06-24,City Hospital,Kolkata,14,174,1.3,1
Dr. Ravi Kumar,Pediatrics,8,2038-06-25,Govt Health Center,New Delhi,20,397,0.69,0
Dr. Ravi Kumar,Orthopedics,10,2038-06-26,City Hospital,New Delhi,89,426,0.8,0
Dr. Ravi Kumar,Cardiology,12,2038-06-27,Govt Health Center,Mumbai,61,416,1.6,0
Dr. Anil Mehra,Cardiology,13,2038-06-28,Metro Hospital,Kolkata,43,72,0.55,0
Dr. Anil Mehra,Pediatrics,10,2038-06-29,Govt Health Center,Mumbai,90,464,0.67,0
Dr. Swati Desai,Pediatrics,11,2038-06-30,Govt Health Center,New Delhi,42,415,0.82,0
Dr. Swati Desai,Pediatrics,12,2038-07-01,City Hospital,New Delhi,58,380,0.53,0
Dr. Rohit Verma,Cardiology,10,2038-07-02,City Hospital,New Delhi,40,111,0.64,0
Dr. Swati Desai,Cardiology,11,2038-07-03,City Hospital,New Delhi,27,261,0.92,0
Dr. Swati Desai,Dermatology,12,2038-07-04,Metro Hospital,New Delhi,98,301,0.64,0
Dr. Ravi Kumar,Pediatrics,9,2038-07-05,Metro Hospital,Mumbai,14,145,1.8,1
Dr. Ravi Kumar,Dermatology,17,2038-07-06,City Hospital,Mumbai,39,258,0.6,0
Dr. Swati Desai,Orthopedics,16,2038-07-07,Metro Hospital,New Delhi,54,106,1.79,1
Dr. Rohit Verma,Dermatology,17,2038-07-08,City Hospital,Mumbai,96,283,1.73,1
Dr. Ravi Kumar,Orthopedics,15,2038-07-09,Metro Hospital,New Delhi,47,407,0.65,0
Dr. Swati Desai,Orthopedics,13,2038-07-10,City Hospital,New Delhi,91,375,0.54,0
Dr. Swati Desai,Dermatology,17,2038-07-11,City Hospital,New Delhi,38,114,0.57,0
Dr. Anil Mehra,Pediatrics,10,2038-07-12,Metro Hospital,Mumbai,45,342,1.39,0
Dr. Rohit Verma,Orthopedics,9,2038-07-13,Govt Health Center,Mumbai,18,373,1.51,0
Dr. Anil Mehra,Pediatrics,14,2038-07-14,City Hospital,Kolkata,32,380,1.43,0
Dr. Rohit Verma,Cardiology,15,2038-07-15,City Hospital,Mumbai,12,66,1.31,1
Dr. Ravi Kumar,Orthopedics,17,2038-07-16,Govt Health Center,Mumbai,95,184,0.76,0
Dr. Rohit Verma,Cardiology,8,2038-07-17,City Hospital,Chennai,65,357,1.76,0
Dr. Swati Desai,Dermatology,13,2038-07-18,City Hospital,New Delhi,49,468,0.99,0
Dr. Swati Desai,Pediatrics,14,2038-07-19,Metro Hospital,New Delhi,65,179,1.98,1
Dr. Rohit Verma,Dermatology,16,2038-07-20,Govt Health Center,Mumbai,67,473,1.08,0
Dr. Rohit Verma,Orthopedics,10,2038-07-21,City Hospital,Mumbai,40,86,0.89,0
Dr. Rohit Verma,Cardiology,9,2038-07-22,City Hospital,Kolkata,95,299,1.84,1
Dr. Anil Mehra,Orthopedics,12,2038-07-23,Govt Health Center,Chennai,20,106,1.35,1
Dr. Rohit Verma,Dermatology,17,2038-07-24,Govt Health Center,New Delhi,51,406,1.58,0
Dr. Ravi Kumar,Pediatrics,8,2038-07-25,Metro Hospital,New Delhi,12,59,1.11,1
Dr. Anil Mehra,Pediatrics,13,2038-07-26,Metro Hospital,Mumbai,66,130,1.83,1
Dr. Anil Mehra,Orthopedics,16,2038-07-27,Metro Hospital,Mumbai,23,479,1.88,0
Dr. Rohit Verma,Orthopedics,17,2038-07-28,City Hospital,Chennai,55,139,1.16,1
Dr. Ravi Kumar,Cardiology,16,2038-07-29,Govt Health Center,New Delhi,28,438,0.86,0
Dr. Anil Mehra,Dermatology,14,2038-07-30,Metro Hospital,Chennai,69,438,1.47,0
Dr. Swati Desai,Orthopedics,14,2038-07-31,Govt Health Center,New Delhi,40,169,1.93,1
Dr. Anil Mehra,Cardiology,15,2038-08-01,City Hospital,Mumbai,45,151,1.43,1
Dr. Rohit Verma,Orthopedics,17,2038-08-02,City Hospital,Chennai,41,76,1.93,1
Dr. Ravi Kumar,Pediatrics,9,2038-08-03,Govt Health Center,Kolkata,72,310,1.02,0
Dr. Rohit Verma,Cardiology,13,2038-08-04,Govt Health Center,Mumbai,35,110,1.87,1
Dr. Swati Desai,Cardiology,12,2038-08-05,Metro Hospital,Kolkata,74,185,0.67,0
Dr. Swati Desai,Orthopedics,12,2038-08-06,Govt Health Center,Kolkata,11,464,1.04,0
Dr. Swati Desai,Dermatology,10,2038-08-07,Metro Hospital,Kolkata,79,146,1.24,1
Dr. Rohit Verma,Pediatrics,10,2038-08-08,Govt Health Center,New Delhi,54,198,1.48,1
Dr. Anil Mehra,Dermatology,13,2038-08-09,Govt Health Center,Kolkata,87,276,0.94,0
Dr. Rohit Verma,Cardiology,17,2038-08-10,Govt Health Center,New Delhi,34,326,1.89,0
Dr. Ravi Kumar,Dermatology,17,2038-08-11,City Hospital,Chennai,49,356,1.86,0
Dr. Anil Mehra,Cardiology,14,2038-08-12,City Hospital,Mumbai,27,384,1.7,0
Dr. Swati Desai,Dermatology,8,2038-08-13,City Hospital,New Delhi,21,277,0.67,0
Dr. Rohit Verma,Orthopedics,10,2038-08-14,Metro Hospital,New Delhi,33,364,0.62,0
Dr. Swati Desai,Dermatology,8,2038-08-15,Metro Hospital,Chennai,88,298,1.25,1
Dr. Swati Desai,Cardiology,17,2038-08-16,City Hospital,Chennai,52,307,1.65,0
Dr. Ravi Kumar,Pediatrics,10,2038-08-17,City Hospital,Mumbai,41,463,0.68,0
Dr. Anil Mehra,Pediatrics,12,2038-08-18,Govt Health Center,Chennai,90,363,1.46,0
Dr. Ravi Kumar,Pediatrics,16,2038-08-19,Govt Health Center,New Delhi,56,269,1.29,1
Dr. Ravi Kumar,Cardiology,10,2038-08-20,Metro Hospital,Mumbai,54,285,1.59,1
Dr. Ravi Kumar,Dermatology,17,2038-08-21,Metro Hospital,Mumbai,44,69,1.15,1
Dr. Swati Desai,Pediatrics,17,2038-08-22,Govt Health Center,Mumbai,86,473,1.54,0
Dr. Ravi Kumar,Pediatrics,16,2038-08-23,Metro Hospital,Kolkata,18,462,0.74,0
Dr. Ravi Kumar,Pediatrics,8,2038-08-24,City Hospital,Kolkata,19,438,0.82,0
Dr. Anil Mehra,Orthopedics,13,2038-08-25,Govt Health Center,New Delhi,74,394,1.86,0
Dr. Anil Mehra,Cardiology,16,2038-08-26,Govt Health Center,Kolkata,68,187,0.99,0
Dr. Ravi Kumar,Cardiology,12,2038-08-27,Metro Hospital,Chennai,66,238,1.98,1
Dr. Anil Mehra,Cardiology,17,2038-08-28,Govt Health Center,Mumbai,98,154,0.57,0
Dr. Anil Mehra,Cardiology,9,2038-08-29,Govt Health Center,New Delhi,95,417,1.24,0
Dr. Ravi Kumar,Cardiology,12,2038-08-30,City Hospital,Chennai,19,434,0.99,0
Dr. Swati Desai,Orthopedics,8,2038-08-31,Govt Health Center,Mumbai,99,480,1.99,0
Dr. Ravi Kumar,Dermatology,16,2038-09-01,Govt Health Center,Chennai,28,147,1.99,1
Dr. Anil Mehra,Orthopedics,17,2038-09-02,Govt Health Center,Kolkata,59,490,0.85,0
Dr. Swati Desai,Pediatrics,17,2038-09-03,Govt Health Center,Chennai,77,319,0.9,0
Dr. Rohit Verma,Orthopedics,16,2038-09-04,City Hospital,Kolkata,14,202,1.62,1
Dr. Swati Desai,Cardiology,13,2038-09-05,Govt Health Center,Chennai,38,267,1.83,1
Dr. Anil Mehra,Orthopedics,16,2038-09-06,City Hospital,New Delhi,14,70,1.5,1
Dr. Swati Desai,Cardiology,10,2038-09-07,City Hospital,Kolkata,69,321,1.8,0
Dr. Ravi Kumar,Orthopedics,11,2038-09-08,City Hospital,Kolkata,74,251,0.59,0
Dr. Rohit Verma,Cardiology,13,2038-09-09,Metro Hospital,Mumbai,37,209,1.46,1
Dr. Rohit Verma,Pediatrics,11,2038-09-10,Metro Hospital,Kolkata,92,478,1.55,0
Dr. Rohit Verma,Cardiology,8,2038-09-11,Govt Health Center,Mumbai,10,113,0.79,0
Dr. Anil Mehra,Orthopedics,14,2038-09-12,City Hospital,Kolkata,38,133,1.67,1
Dr. Anil Mehra,Pediatrics,12,2038-09-13,Metro Hospital,Kolkata,60,122,1.92,1
Dr. Rohit Verma,Orthopedics,15,2038-09-14,Govt Health Center,Kolkata,45,109,1.85,1
Dr. Swati Desai,Pediatrics,16,2038-09-15,Metro Hospital,Kolkata,41,403,0.87,0
Dr. Rohit Verma,Dermatology,12,2038-09-16,City Hospital,Mumbai,73,196,0.99,0
Dr. Swati Desai,Dermatology,15,2038-09-17,Govt Health Center,New Delhi,23,96,1.25,1
Dr. Swati Desai,Dermatology,8,2038-09-18,City Hospital,Chennai,41,272,0.74,0
Dr. Anil Mehra,Orthopedics,8,2038-09-19,City Hospital,Kolkata,18,497,1.93,0
